msgNo,timeDiff
457,62.3915307
458,62.39470436
459,62.39856943
460,62.40123672
461,62.40479496
462,62.39488999
463,62.45688018
464,62.54478531
465,62.55520184
466,62.56428456
467,62.5728339
468,62.57543814
469,62.57836213
470,62.58197592
471,62.58555094
472,62.57249796
473,62.57595851
474,62.56281503
475,62.51589374
476,62.4389216
477,62.4261222
478,62.42882698
479,62.44118206
480,62.42918719
481,62.43238413
482,62.43627046
483,62.44063322
484,62.44465352
485,62.44992259
486,62.4970329
487,62.60089291
488,62.61318338
489,62.62273775
490,62.61633858
491,62.61975513
492,62.62359084
493,62.62676624
494,62.63034347
495,62.63355904
496,62.63773671
497,62.64514498
498,62.6510998
499,62.63863697
500,62.6427729
501,62.64599099
502,62.64875848
503,62.65742653
504,62.6612525
505,62.66403447
506,62.66641393
507,62.66915632
508,62.67251861
509,62.65867911
510,62.72050381
511,62.81097182
512,62.82187006
513,62.82996688
514,62.84468414
515,62.84765882
516,62.85055002
517,62.85404347
518,62.85745221
519,62.84307537
520,62.77884231
521,62.70120101
522,62.689843
523,62.69301636
524,62.69618406
525,62.69965057
526,62.68750331
527,62.69069398
528,62.69318732
529,62.69720371
530,62.70000413
531,62.70301318
532,62.70691226
533,62.71133771
534,62.75770853
535,62.76648368
536,62.84759343
537,62.85764449
538,62.8660222
539,62.87407943
540,62.87747175
541,62.88135846
542,62.88635517
543,62.88942209
544,62.87509025
545,62.87828134
546,62.88137371
547,62.88620295
548,62.88979167
549,62.89310584
550,62.89691331
551,62.89965492
552,62.90277206
553,62.90726686
554,62.89382283
555,62.89690171
556,62.90110533
557,62.90583182
558,62.90965741
559,62.94317392
560,63.03660649
561,63.07469512
562,63.08467166
563,63.09654277
564,63.08139866
565,63.08435678
566,63.08827824
567,63.09223761
568,63.09577328
569,63.09892781
570,63.10237706
571,63.10537098
572,63.05857245
573,62.98215291
574,62.95282542
575,62.95645592
576,62.94354425
577,62.94645656
578,62.94976139
579,62.95278135
580,62.95559333
581,62.95867558
582,62.94725029
583,62.95247788
584,62.96972549
585,63.05017885
586,63.11470797
587,63.15244479
588,63.16277037
589,63.16661002
590,63.16979853
591,63.17246942
592,63.15843265
593,63.16163619
594,63.16491283
595,63.17135652
596,63.17794306
597,63.18580024
598,63.19166109
599,63.19428998
600,63.19794955
601,63.20088107
602,63.28145505
603,63.33727884
604,63.34712194
605,63.35530304
606,63.36394626
607,63.36843116
608,63.37102426
609,63.37480414
610,63.37810323
611,63.36482984
612,63.36802112
613,63.37489346
614,63.37882716
615,63.38482572
616,63.38859434
617,63.39545776
618,63.39944981
619,63.40273739
620,63.40517557
621,63.39103636
622,63.40078087
623,63.4070164
624,63.37781831
625,63.33208514
626,63.26856757
627,63.25472166
628,63.24124154
629,63.31307895
630,63.3926295
631,63.40372353
632,63.41207475
633,63.42000102
634,63.42359016
635,63.42597762
636,63.42902594
637,63.41533401
638,63.41832925
639,63.42062231
640,63.42372308
641,63.42688214
642,63.430141
643,63.4387262
644,63.44107894
645,63.44552799
646,63.44839425
647,63.43605552
648,63.43995512
649,63.44309445
650,63.44677714
651,63.45336567
652,63.45603427
653,63.45941063
654,63.46294521
655,63.46587836
656,63.45298917
657,63.45650642
658,63.45997406
659,63.46522216
660,63.51232123
661,63.5364211
662,63.61632899
663,63.62740203
664,63.63753673
665,63.64690109
666,63.63507503
667,63.63766083
668,63.63938135
669,63.64331651
670,63.6459324
671,63.65396013
672,63.66076275
673,63.66648531
674,63.67048121
675,63.67326461
676,63.66021923
677,63.66332134
678,63.66964884
679,63.67261507
680,63.67506392
681,63.73029744
682,63.82472169
683,63.83561837
684,63.84522666
685,63.8533081
686,63.83937759
687,63.84343621
688,63.82994097
689,63.78428917
690,63.70411814
691,63.69328044
692,63.69992014
693,63.69002758
694,63.69446956
695,63.69986792
696,63.70375819
697,63.70753041
698,63.71296997
699,63.71727693
700,63.72225583
701,63.70792766
702,63.71210425
703,63.71459576
704,63.71838411
705,63.78773526
706,63.87704693
707,63.88875084
708,63.89730858
709,63.90138885
710,63.90536162
711,63.89199767
712,63.89571825
713,63.89999129
714,63.90420755
715,63.90904289
716,63.91213342
717,63.92100982
718,63.925625
719,63.93142669
720,63.93575018
721,63.95214273
722,64.02518595
723,64.08221758
724,64.09270643
725,64.10326496
726,64.11128943
727,64.11599241
728,64.11927499
729,64.12236998
730,64.12562726
731,64.12910714
732,64.11500314
733,64.1194702
734,64.12719389
735,64.131508
736,64.13569995
737,64.13940603
738,64.14246616
739,64.14804981
740,64.13377298
741,64.15136582
742,64.23026377
743,64.28593204
744,64.26342964
745,64.18839876
746,64.16462453
747,64.15223085
748,64.15555849
749,64.14274635
750,64.14767931
751,64.15103844
752,64.15349559
753,64.15801314
754,64.16109641
755,64.16438265
756,64.17287102
757,64.17829104
758,64.18185891
759,64.18508662
760,64.17484084
761,64.18019994
762,64.18464084
763,64.24636673
764,64.33419604
765,64.34636073
766,64.35555906
767,64.36347826
768,64.36665555
769,64.36894103
770,64.37191545
771,64.3582347
772,64.3612039
773,64.36354777
774,64.36567285
775,64.36863
776,64.3735546
777,64.38101575
778,64.38404167
779,64.38857512
780,64.39261612
781,64.37911472
782,64.38182952
783,64.38626763
784,64.3884873
785,64.39100957
786,64.39399921
787,64.39879543
788,64.42301533
789,64.4679708
790,64.54139959
791,64.55235643
792,64.5607468
793,64.56443967
794,64.56827007
795,64.57145237
796,64.57458898
797,64.57761217
798,64.58018994
799,64.58354908
800,64.58674009
801,64.57602025
802,64.58059946
803,64.58294708
804,64.58772442
805,64.59139883
806,64.56585038
807,64.48713377
808,64.45658321
809,64.44506466
810,64.45001511
811,64.43745827
812,64.49247895
813,64.58748962
814,64.59943161
815,64.60796212
816,64.61607056
817,64.61957432
818,64.62315339
819,64.62696023
820,64.61402742
821,64.6175097
822,64.61999644
823,64.62330838
824,64.62746665
825,64.63086168
826,64.63640081
827,64.64115612
828,64.64487929
829,64.64907537
830,64.65349464
831,64.63978443
832,64.64493986
833,64.64861088
834,64.65308047
835,64.71742887
836,64.80544657
837,64.82446889
838,64.83484064
839,64.83844543
840,64.82470354
841,64.82858546
842,64.83177468
843,64.83626421
844,64.84008251
845,64.84402057
846,64.84678567
847,64.84991628
848,64.85365617
849,64.85501286
850,64.84168207
851,64.84972752
852,64.85507202
853,64.85903262
854,64.86299039
855,64.86578814
856,64.86873516
857,64.87374929
858,64.87717671
859,64.88846068
860,64.87484078
861,64.87755989
862,64.88072523
863,64.95073159
864,65.03770622
865,65.04853397
866,65.05134348
867,65.05898708
868,65.06171573
869,65.03194995
870,64.95243818
871,64.90485297
872,64.90884517
873,64.89507226
874,64.89945703
875,64.90269197
876,64.90736798
877,64.89703827
878,64.90298506
879,64.90690022
880,64.91007143
881,64.91604287
882,64.92119503
883,64.92382955
884,64.92632866
885,64.92951654
886,64.93897283
887,64.98416786
888,65.07369777
889,65.0843334
890,65.09382902
891,65.10343892
892,65.10550746
893,65.10752458
894,65.11137689
895,65.11378054
896,65.10018088
897,65.10254764
898,65.10503877
899,65.10905999
900,65.11250258
901,65.11492393
902,65.11731132
903,65.1246318
904,65.13156654
905,65.12058661
906,65.12501959
907,65.12909239
908,65.13216685
909,65.13589256
910,65.13866244
911,65.14238621
912,65.14573401
913,65.14894493
914,65.15349754
915,65.19832854
916,65.26174395
917,65.18984756
918,65.1648237
919,65.15176812
920,65.15486052
921,65.15808728
922,65.16557482
923,65.17016321
924,65.15717702
925,65.1620957
926,65.17363632
927,65.1772488
928,65.18198646
929,65.1864343
930,65.18937721
931,65.19201153
932,65.17767395
933,65.18014606
934,65.18814872
935,65.19098987
936,65.19387421
937,65.19793915
938,65.2021293
939,65.25807061
940,65.35297751
941,65.36347344
942,65.35648671
943,65.36555384
944,65.36883208
945,65.37209047
946,65.37525961
947,65.37845637
948,65.38166806
949,65.38460271
950,65.38860795
951,65.39188529
952,65.37995288
953,65.38341106
954,65.38751466
955,65.39164065
956,65.39651211
957,65.40278118
958,65.40659415
959,65.40899123
960,65.41182185
961,65.41542815
962,65.41166726
963,65.50918796
964,65.57190669
965,65.58204616
966,65.5916948
967,65.5960269
968,65.56632316
969,65.50289851
970,65.43860186
971,65.44177167
972,65.44519447
973,65.43126693
974,65.43594606
975,65.43961153
976,65.4428067
977,65.44594053
978,65.45495426
979,65.45831509
980,65.46207751
981,65.46591252
982,65.45189988
983,65.455928
984,65.45973086
985,65.46278489
986,65.52441156
987,65.61360768
988,65.6242425
989,65.63379583
990,65.64221931
991,65.62850296
992,65.63148177
993,65.63521127
994,65.63835524
995,65.64156991
996,65.64384081
997,65.64612274
998,65.64855415
999,65.65535606
1000,65.64523983
1001,65.65164216
1002,65.65581977
1003,65.65869248
1004,65.67051511
1005,65.67355611
1006,65.67660091
1007,65.67981679
1008,65.68382912
1009,65.67017178
1010,65.67317882
1011,65.67812308
1012,65.68242573
1013,65.68562092
1014,65.6889275
1015,65.72084158
1016,65.78639929
1017,65.85027111
1018,65.8534421
1019,65.86180811
1020,65.83636659
1021,65.75763383
1022,65.71153869
1023,65.69715941
1024,65.69994537
1025,65.70259902
1026,65.70569219
1027,65.69338406
1028,65.69661895
1029,65.70312083
1030,65.70730551
1031,65.71157589
1032,65.7168225
1033,65.72218023
1034,65.72564933
1035,65.72837873
1036,65.73156647
1037,65.71962423
1038,65.72463705
1039,65.72698533
1040,65.73062504
1041,65.73407834
1042,65.73765166
1043,65.74059565
1044,65.74379791
1045,65.76892553
1046,65.8430595
1047,65.88856968
1048,65.89221425
1049,65.90010248
1050,65.90840333
1051,65.91086774
1052,65.91319764
1053,65.91639801
1054,65.92030897
1055,65.92357324
1056,65.92673109
1057,65.91500615
1058,65.91908574
1059,65.92510772
1060,65.93310488
1061,65.93835524
1062,65.94169108
1063,65.94726661
1064,65.95284647
1065,65.95567678
1066,65.95848088
1067,65.94419818
1068,65.94712894
1069,65.98668055
1070,66.06983561
1071,66.09060049
1072,66.04968715
1073,65.95801664
1074,65.96146527
1075,65.96510604
1076,65.95220939
1077,65.95676093
1078,65.96093527
1079,65.9634762
1080,65.96594236
1081,65.97080309
1082,65.97875783
1083,65.98209804
1084,65.97073117
1085,65.97693359
1086,65.97982981
1087,65.98512107
1088,65.98785746
1089,65.99088319
1090,65.99360642
1091,65.99619784
1092,66.01093737
1093,66.07273173
1094,66.1450516
1095,66.15581286
1096,66.16521216
1097,66.17488906
1098,66.177773
1099,66.18019355
1100,66.18301943
1101,66.18615734
1102,66.18926278
1103,66.19195661
1104,66.17894552
1105,66.18247236
1106,66.18577819
1107,66.18870724
1108,66.19191355
1109,66.20050317
1110,66.22121588
1111,66.22495193
1112,66.22747036
1113,66.23083491
1114,66.217035
1115,66.2196877
1116,66.22327503
1117,66.28574441
1118,66.37441571
1119,66.38490778
1120,66.37654667
1121,66.33620288
1122,66.25644316
1123,66.24286217
1124,66.24598086
1125,66.23103232
1126,66.23433156
1127,66.23657122
1128,66.2397743
1129,66.24836481
1130,66.2548893
1131,66.25785882
1132,66.24409396
1133,66.24702029
1134,66.25283946
1135,66.25622944
1136,66.26051477
1137,66.26466267
1138,66.26703708
1139,66.26992993
1140,66.2726484
1141,66.26689713
1142,66.32794281
1143,66.41603546
1144,66.42693694
1145,66.43690991
1146,66.44086925
1147,66.44383634
1148,66.44614433
1149,66.44843259
1150,66.4507296
1151,66.43704122
1152,66.44042411
1153,66.44413595
1154,66.44653875
1155,66.45137271
1156,66.45432195
1157,66.46131576
1158,66.46475592
1159,66.46734947
1160,66.47045414
1161,66.47436783
1162,66.46954873
1163,66.47323724
1164,66.4765339
1165,66.47936555
1166,66.48199776
1167,66.48478298
1168,66.46336887
1169,66.49302753
1170,66.48898578
1171,66.50157146
1172,66.4928078
1173,66.50145067
1174,66.50485611
1175,66.50879569
1176,66.51554734
1177,66.50459696
1178,66.5086128
1179,66.51121962
1180,66.51405457
1181,66.51664457
1182,66.52047152
1183,66.52404221
1184,66.52622306
1185,66.53056093
1186,66.53322045
1187,66.53625423
1188,66.52237694
1189,66.5251592
1190,66.52820159
1191,66.53171419
1192,66.53444809
1193,66.53745638
1194,66.54152833
1195,66.55390064
1196,66.61647162
1197,66.70395234
1198,66.69930091
1199,66.70764214
1200,66.71592489
1201,66.71910328
1202,66.7224536
1203,66.72539065
1204,66.72843097
1205,66.73308603
1206,66.73803937
1207,66.74099924
1208,66.72810701
1209,66.7317195
1210,66.73422246
1211,66.73822914
1212,66.74490975
1213,66.75062041
1214,66.75554192
1215,66.75982845
1216,66.7629594
1217,66.74982461
1218,66.75283412
1219,66.74035148
1220,66.67867017
1221,66.63063212
1222,66.68473364
1223,66.7573382
1224,66.77652232
1225,66.77997755
1226,66.78378584
1227,66.78691588
1228,66.78973439
1229,66.79292714
1230,66.7961711
1231,66.79934322
1232,66.78666611
1233,66.78929778
1234,66.79179641
1235,66.79648612
1236,66.80132438
1237,66.80483535
1238,66.792308
1239,66.79634866
1240,66.8027117
1241,66.80623662
1242,66.80906099
1243,66.79742959
1244,66.87640607
1245,66.96515582
1246,66.97699198
1247,66.98504555
1248,66.99353238
1249,66.99671108
1250,66.99958353
1251,67.00131868
1252,67.00423911
1253,66.99094553
1254,67.00350984
1255,67.01913207
1256,67.02327125
1257,67.03077681
1258,67.0369979
1259,67.04104313
1260,67.04552281
1261,67.04811416
1262,67.09258875
1263,67.18185648
1264,67.19255524
1265,67.20120454
1266,67.20933197
1267,67.2119915
1268,67.21471961
1269,67.21800196
1270,67.22066525
1271,67.19159618
1272,67.12879138
1273,67.06595808
1274,67.06987741
1275,67.05746903
1276,67.06003182
1277,67.06708214
1278,67.07100942
1279,67.05736976
1280,67.06028966
1281,67.06288644
1282,67.06627621
1283,67.070315
1284,67.0733753
1285,67.07640911
1286,67.0794539
1287,67.08388972
1288,67.14458971
1289,67.23374279
1290,67.22826254
1291,67.23783769
1292,67.24583476
1293,67.24863428
1294,67.25206159
1295,67.25518391
1296,67.25837054
1297,67.26261607
1298,67.2653633
1299,67.27122147
1300,67.27781748
1301,67.26498099
1302,67.26908283
1303,67.27488691
1304,67.27935267
1305,67.28223182
1306,67.28670648
1307,67.29038335
1308,67.29376101
1309,67.29854587
1310,67.30268912
1311,67.33820935
1312,67.38676738
1313,67.44980049
1314,67.46038958
1315,67.47019823
1316,67.47411946
1317,67.47737741
1318,67.48343303
1319,67.48606378
1320,67.49060598
1321,67.47638767
1322,67.48064154
1323,67.48318149
1324,67.48803294
1325,67.49537731
1326,67.49826242
1327,67.50424118
1328,67.50755806
1329,67.51180553
1330,67.49900867
1331,67.50194371
1332,67.50509838
1333,67.50884984
1334,67.51206121
1335,67.51591172
1336,67.50542807
1337,67.51642051
1338,67.5103507
1339,67.51920937
1340,67.5134811
1341,67.51584303
1342,67.51894874
1343,67.52148481
1344,67.52521224
1345,67.52891232
1346,67.53480244
1347,67.54078661
1348,67.54395579
1349,67.53036817
1350,67.53341627
1351,67.53924325
1352,67.54549645
1353,67.5500512
1354,67.55710043
1355,67.56004531
1356,67.56275385
1357,67.56564184
1358,67.56887031
1359,67.55518908
1360,67.58182937
1361,67.62146995
1362,67.70864038
1363,67.71841319
1364,67.72798481
1365,67.73682526
1366,67.74092916
1367,67.74324697
1368,67.74637903
1369,67.73474032
1370,67.73680108
1371,67.74023596
1372,67.74276214
1373,67.74938217
1374,67.75352053
1375,67.75828182
1376,67.7625889
1377,67.76614674
1378,67.7521616
1379,67.76060908
1380,67.76505246
1381,67.76761136
1382,67.77179078
1383,67.77568787
1384,67.77964718
1385,67.78245723
1386,67.84362909
1387,67.93184123
1388,67.94232023
1389,67.93406411
1390,67.94202064
1391,67.94502954
1392,67.94701549
1393,67.9493209
1394,67.95120275
1395,67.953674
1396,67.95783565
1397,67.96139023
1398,67.93160353
1399,67.88715297
1400,67.82598829
1401,67.82685054
1402,67.82486405
1403,67.82765288
1404,67.83243634
1405,67.83566664
1406,67.83891606
1407,67.84086748
1408,67.89387743
1409,67.98386595
1410,67.99495676
1411,68.00454945
1412,68.00714406
1413,68.01023048
1414,68.01256429
1415,68.0156154
1416,68.01880055
1417,68.02280004
1418,68.00913983
1419,68.01227589
1420,68.01500737
1421,68.01819253
1422,68.02190612
1423,68.04334335
1424,68.04679964
1425,68.05095708
1426,68.03829197
1427,68.0419691
1428,68.04440833
1429,68.04790601
1430,68.05696492
1431,68.06667048
1432,68.1276421
1433,68.21540306
1434,68.22559175
1435,68.21760885
1436,68.22725862
1437,68.23299346
1438,68.23479949
1439,68.23714148
1440,68.2396547
1441,68.24270799
1442,68.18467817
1443,68.10483696
1444,68.09047544
1445,68.09533668
1446,68.08392841
1447,68.08843558
1448,68.09133021
1449,68.09641525
1450,68.10095778
1451,68.10371448
1452,68.10667282
1453,68.1094088
1454,68.11218798
1455,68.11645637
1456,68.15427328
1457,68.25019321
1458,68.26082915
1459,68.27096991
1460,68.27948134
1461,68.28274185
1462,68.28533084
1463,68.28762456
1464,68.29070667
1465,68.29506231
1466,68.28241371
1467,68.28555966
1468,68.29006009
1469,68.29692433
1470,68.30315904
1471,68.30660037
1472,68.30973122
1473,68.31436059
1474,68.31827552
1475,68.30629397
1476,68.354011
1477,68.45303641
1478,68.47121475
1479,68.48117933
1480,68.49083288
1481,68.49490261
1482,68.49663554
1483,68.50044822
1484,68.50220025
1485,68.48799144
1486,68.48974932
1487,68.49213967
1488,68.49538337
1489,68.50243014
1490,68.50705735
1491,68.50989153
1492,68.51269773
1493,68.51544188
1494,68.52036653
1495,68.48975641
1496,68.41016261
1497,68.3648638
1498,68.35419871
1499,68.39547041
1500,68.47982202
1501,68.50982864
1502,68.51896116
1503,68.51004723
1504,68.51910186
1505,68.52138643
1506,68.52375983
1507,68.52665238
1508,68.53000898
1509,68.53497962
1510,68.53817893
1511,68.54304078
1512,68.54582328
1513,68.53234108
1514,68.53529605
1515,68.53804313
1516,68.54723923
1517,68.55041876
1518,68.55322748
1519,68.55639813
1520,68.55875909
1521,68.56154293
1522,68.54770679
1523,68.55119073
1524,68.55558988
1525,68.56113517
1526,68.56415981
1527,68.56693037
1528,68.5768198
1529,68.58152864
1530,68.64319048
1531,68.71418811
1532,68.72703331
1533,68.73513639
1534,68.74377481
1535,68.74679937
1536,68.732427
1537,68.66748526
1538,68.60394737
1539,68.59117812
1540,68.59297386
1541,68.57948753
1542,68.58272489
1543,68.59118937
1544,68.59703552
1545,68.60107801
1546,68.60624957
1547,68.59416385
1548,68.59805168
1549,68.60637761
1550,68.61094616
1551,68.63013395
1552,68.68366219
1553,68.7723244
1554,68.78315448
1555,68.79310308
1556,68.79852312
1557,68.7845476
1558,68.78831131
1559,68.79148378
1560,68.79466224
1561,68.8195334
1562,68.82275888
1563,68.82604948
1564,68.82934736
1565,68.83161325
1566,68.81855235
1567,68.8264779
1568,68.83184907
1569,68.83765136
1570,68.84071401
1571,68.88818976
1572,68.99119761
1573,69.00216841
1574,69.01088986
1575,69.0037068
1576,68.92354757
1577,68.85931843
1578,68.86244522
1579,68.84947714
1580,68.8517971
1581,68.85352088
1582,68.85649163
1583,68.84660059
1584,68.85741848
1585,68.86062974
1586,68.86655417
1587,68.87118287
1588,68.8746273
1589,68.87729021
1590,68.88156578
1591,68.88420078
1592,68.88685085
1593,68.87298938
1594,68.87714642
1595,68.88177627
1596,68.94447854
1597,69.034085
1598,69.04464634
1599,69.05391
1600,69.06237439
1601,69.06486246
1602,69.06741923
1603,69.07048309
1604,69.05607428
1605,69.05914528
1606,69.06207767
1607,69.06457299
1608,69.06742826
1609,69.0713675
1610,69.07642205
1611,69.08156055
1612,69.08442758
1613,69.08835975
1614,69.0753016
1615,69.07965081
1616,69.08256046
1617,69.08724749
1618,69.09142062
1619,69.09557279
1620,69.0982404
1621,69.1012941
1622,69.08781666
1623,69.02337671
1624,68.94214645
1625,68.92809222
1626,68.93213344
1627,68.99358313
1628,69.08288043
1629,69.07697963
1630,69.08640828
1631,69.0961386
1632,69.09927098
1633,69.10190839
1634,69.10525274
1635,69.10947027
1636,69.11262261
1637,69.1162624
1638,69.11948825
1639,69.10561109
1640,69.1102502
1641,69.11721202
1642,69.12015314
1643,69.12458854
1644,69.12848113
1645,69.13431402
1646,69.13798574
1647,69.14358422
1648,69.14870993
1649,69.19384679
1650,69.28183215
1651,69.29268823
1652,69.30192651
1653,69.31030489
1654,69.31423082
1655,69.31657757
1656,69.31983132
1657,69.32298054
1658,69.32629402
1659,69.31357992
1660,69.31692601
1661,69.32138844
1662,69.32553593
1663,69.32845055
1664,69.3312529
1665,69.33361535
1666,69.33623995
