msgNo,timeDiff
494,66.89404723
495,66.90447232
496,66.91071323
497,66.91508952
498,66.91987878
499,66.92578335
500,66.93321098
501,66.94245309
502,66.94982569
503,66.9562001
504,66.96043826
505,66.96815357
506,66.97381889
507,66.98009111
508,66.98539383
509,66.99081251
510,67.06331421
511,67.15243115
512,67.16403624
513,67.17215679
514,67.17639427
515,67.18254086
516,67.18810372
517,67.19567652
518,67.20060221
519,67.21080816
520,67.20090786
521,67.20853999
522,67.2430283
523,67.31564889
524,67.37295379
525,67.38418014
526,67.39644559
527,67.40309035
528,67.40875148
529,67.41343019
530,67.41862115
531,67.4233084
532,67.43335864
533,67.43828228
534,67.44489841
535,67.4500939
536,67.45631636
537,67.46799848
538,67.52863945
539,67.61056927
540,67.62297852
541,67.62957284
542,67.64071974
543,67.64507121
544,67.65043028
545,67.65580532
546,67.65966419
547,67.66573052
548,67.67250959
549,67.68265642
550,67.68802571
551,67.69320465
552,67.70228039
553,67.70777162
554,67.77168177
555,67.85849085
556,67.87071907
557,67.88094703
558,67.887505
559,67.89176849
560,67.89580874
561,67.89973424
562,67.90344649
563,67.90771443
564,67.91568168
565,67.9229537
566,67.92903201
567,67.9343406
568,67.93822253
569,67.94268138
570,67.94641856
571,67.95060858
572,67.95645425
573,68.0102279
574,68.10805342
575,68.11800166
576,68.12673517
577,68.1358901
578,68.14152026
579,68.14620039
580,68.14933652
581,68.15407676
582,68.15902176
583,68.16816332
584,68.17216764
585,68.17772885
586,68.18329233
587,68.19079076
588,68.19580487
589,68.20345208
590,68.20931326
591,68.25190456
592,68.33806243
593,68.37195106
594,68.38301189
595,68.390369
596,68.39502444
597,68.4002761
598,68.40641438
599,68.41064737
600,68.41571894
601,68.42078497
602,68.43097383
603,68.438246
604,68.44339041
605,68.45033973
606,68.45576889
607,68.46203732
608,68.52618619
609,68.62071653
610,68.63372372
611,68.64202733
612,68.64595321
613,68.65028105
614,68.6573358
615,68.66304524
616,68.66777787
617,68.67163395
618,68.67730565
619,68.68378808
620,68.69412371
621,68.69885151
622,68.70449047
623,68.70933887
624,68.7160195
625,68.7290386
626,68.73310138
627,68.73850304
628,68.8080522
629,68.89554917
630,68.90665682
631,68.91588717
632,68.91932847
633,68.92258915
634,68.92727228
635,68.93210216
636,68.93799703
637,68.94384458
638,68.95167729
639,68.96027034
640,68.96585173
641,68.97335102
642,68.97974006
643,68.98353309
644,68.99462219
645,69.05859043
646,69.14872618
647,69.15924366
648,69.16851648
649,69.17752479
650,69.18151151
651,69.18616375
652,69.19014153
653,69.1943602
654,69.19917946
655,69.20330897
656,69.20942317
657,69.21832625
658,69.22728862
659,69.23386854
660,69.23721164
661,69.24244092
662,69.24693193
663,69.25315844
664,69.25864108
665,69.32822556
666,69.41951758
667,69.4313522
668,69.43925946
669,69.44323071
670,69.44797943
671,69.4577739
672,69.46368603
673,69.47746451
674,69.48344534
675,69.49000345
676,69.49454728
677,69.49846037
678,69.50263759
679,69.51133606
680,69.51655515
681,69.5218649
682,69.52917857
683,69.57300433
684,69.66337885
685,69.67050948
686,69.6811028
687,69.69054295
688,69.69534475
689,69.70014419
690,69.70494893
691,69.71099724
692,69.71570048
693,69.72267166
694,69.7274067
695,69.73358871
696,69.74150211
697,69.74645424
698,69.75067081
699,69.75536317
700,69.78497037
701,69.86780237
702,69.93236136
703,69.93931788
704,69.95048491
705,69.95584366
706,69.96050645
707,69.96461915
708,69.96929623
709,69.97492731
710,69.97958879
711,69.9843941
712,69.99553157
713,70.00015481
714,70.00499236
715,70.00846842
716,70.0125022
717,70.01814119
718,70.0752569
719,70.1720789
720,70.18293571
721,70.19191707
722,70.20094912
723,70.20540425
724,70.21074044
725,70.21543471
726,70.22011351
727,70.22652934
728,70.2377925
729,70.24432929
730,70.25019729
731,70.2624222
732,70.26783515
733,70.27436955
734,70.27825224
735,70.28612773
736,70.29098655
737,70.29649177
738,70.35888471
739,70.45146515
740,70.4595548
741,70.47067484
742,70.47816187
743,70.48395317
744,70.48711115
745,70.4916631
746,70.49791023
747,70.50594608
748,70.51276774
749,70.51960777
750,70.525584
751,70.53104225
752,70.53487021
753,70.54076332
754,70.54781397
755,70.55212255
756,70.55808358
757,70.5624285
758,70.56770771
759,70.60941072
760,70.66771502
761,70.72928718
762,70.74338046
763,70.74963842
764,70.7538757
765,70.75866113
766,70.76345462
767,70.76824789
768,70.7736974
769,70.78237327
770,70.79426364
771,70.79983537
772,70.80799634
773,70.81220143
774,70.81760336
775,70.82208087
776,70.88289672
777,70.97154784
778,70.98196876
779,70.99179711
780,70.99984778
781,71.00450751
782,71.01019797
783,71.01585812
784,71.02065111
785,71.02561663
786,71.03541209
787,71.03955582
788,71.047
789,71.05419716
790,71.06045961
791,71.06407183
792,71.06863662
793,71.08381059
794,71.14867358
795,71.23694114
796,71.24733382
797,71.25747713
798,71.26574851
799,71.26973408
800,71.27455817
801,71.27923869
802,71.28561341
803,71.29086351
804,71.29540354
805,71.30391438
806,71.32877152
807,71.33303541
808,71.33789101
809,71.34236428
810,71.34858186
811,71.41013438
812,71.4984343
813,71.50883502
814,71.51812606
815,71.52656868
816,71.53126307
817,71.53594336
818,71.53993049
819,71.54323113
820,71.55030866
821,71.56110102
822,71.56466603
823,71.56920526
824,71.57612614
825,71.58307805
826,71.58780815
827,71.59211982
828,71.59587771
829,71.61668165
830,71.66900536
831,71.75734349
832,71.76942201
833,71.77853517
834,71.7823819
835,71.78609343
836,71.78979555
837,71.79467907
838,71.79985863
839,71.80482477
840,71.80951312
841,71.81580168
842,71.82130805
843,71.82570623
844,71.83090611
845,71.84538506
846,71.84977047
847,71.85511168
848,71.84414131
849,71.85187559
850,71.85377842
851,71.86552464
852,71.87623938
853,71.86702559
854,71.87570828
855,71.88039634
856,71.88868555
857,71.89748491
858,71.90166419
859,71.9055367
860,71.91086065
861,71.91781154
862,71.92192312
863,71.92615837
864,71.93053334
865,71.93547485
866,71.93997738
867,71.94439486
868,71.95759027
869,72.02479251
870,72.11342436
871,72.1241877
872,72.13400698
873,72.14104702
874,72.14546189
875,72.14868417
876,72.15264422
877,72.15744489
878,72.1634218
879,72.16866132
880,72.17331355
881,72.1781051
882,72.18582747
883,72.19277884
884,72.20027213
885,72.20481105
886,72.20985103
887,72.21742717
888,72.22261939
889,72.28410319
890,72.37259966
891,72.38974872
892,72.40531825
893,72.41083724
894,72.41532581
895,72.42011204
896,72.42490849
897,72.42928219
898,72.41916916
899,72.42658153
900,72.43110526
901,72.43676841
902,72.44488229
903,72.44952863
904,72.47378559
905,72.53512986
906,72.6224399
907,72.63703268
908,72.64356136
909,72.65202729
910,72.65532974
911,72.65848414
912,72.6623686
913,72.68536473
914,72.69532218
915,72.70611318
916,72.71280329
917,72.71891135
918,72.76030354
919,72.84531172
920,72.88342224
921,72.89180855
922,72.90096631
923,72.90573473
924,72.91012084
925,72.91478692
926,72.91937482
927,72.92445474
928,72.93086323
929,72.93823665
930,72.94382928
931,72.9475049
932,72.95215789
933,72.95715571
934,72.9620867
935,72.9667868
936,72.97236861
937,73.0359354
938,73.12508562
939,73.13714131
940,73.14494415
941,73.15279218
942,73.15691175
943,73.16247542
944,73.16717775
945,73.17159595
946,73.17797665
947,73.18608978
948,73.19239351
949,73.20109138
950,73.20428404
951,73.20988415
952,73.21502782
953,73.22141589
954,73.22789756
955,73.28454132
956,73.38025598
957,73.39206502
958,73.4025436
959,73.4120396
960,73.4168502
961,73.42470765
962,73.43073762
963,73.4357703
964,73.4398492
965,73.44852415
966,73.45487753
967,73.46238638
968,73.4687815
969,73.47409165
970,73.47925383
971,73.48493039
972,73.49078
973,73.55380129
974,73.64186165
975,73.65100283
976,73.66088253
977,73.67052125
978,73.67417007
979,73.67814747
980,73.6835084
981,73.69041148
982,73.69811939
983,73.70250709
984,73.70673761
985,73.71661538
986,73.72292749
987,73.73024613
988,73.73486493
989,73.73920584
990,73.74403071
991,73.75775906
992,73.81351734
993,73.89960746
994,73.91015035
995,73.9203039
996,73.92889407
997,73.9327728
998,73.93699872
999,73.94252135
1000,73.94642846
1001,73.95221413
1002,73.95900661
1003,73.96445343
1004,73.96947714
1005,73.97414364
1006,73.98407501
1007,73.98936092
1008,73.99303576
1009,73.99882256
1010,74.00507861
1011,74.06139834
1012,74.15486675
1013,74.16595368
1014,74.17620692
1015,74.18286223
1016,74.1869896
1017,74.19028939
1018,74.19358697
1019,74.19965574
1020,74.20602691
1021,74.21385778
1022,74.2442723
1023,74.25031828
1024,74.25552512
1025,74.26092871
1026,74.27375198
1027,74.33458333
1028,74.42605021
1029,74.4367209
1030,74.44570537
1031,74.45077699
1032,74.45473907
1033,74.4593071
1034,74.46490926
1035,74.46906594
1036,74.47392901
1037,74.48077234
1038,74.50201683
1039,74.50760845
1040,74.51398271
1041,74.51877562
1042,74.52981717
1043,74.54131469
1044,74.60243645
1045,74.68935436
1046,74.7002793
1047,74.71101618
1048,74.71942284
1049,74.72481078
1050,74.72877085
1051,74.73272814
1052,74.74266
1053,74.74714628
1054,74.73781895
1055,74.74365714
1056,74.74821227
1057,74.75534052
1058,74.76023479
1059,74.7648978
1060,74.76913772
1061,74.77414908
1062,74.83648045
1063,74.92563854
1064,74.93573201
1065,74.94605741
1066,74.95376236
1067,74.95774859
1068,74.96090536
1069,74.96641799
1070,74.97082209
1071,74.97466205
1072,74.98266743
1073,74.99182189
1074,74.99655008
1075,75.00195873
1076,75.00922157
1077,75.01570294
1078,75.07829427
1079,75.17015073
1080,75.17985595
1081,75.18957198
1082,75.19897914
1083,75.20240844
1084,75.20709636
1085,75.2104201
1086,75.21301278
1087,75.21756445
1088,75.22651763
1089,75.2320716
1090,75.23588659
1091,75.24137875
1092,75.24512536
1093,75.2509123
1094,75.25929066
1095,75.29459598
1096,75.38641223
1097,75.41902995
1098,75.42848319
1099,75.43373278
1100,75.44353922
1101,75.44789143
1102,75.45263113
1103,75.45903812
1104,75.46496159
1105,75.46973194
1106,75.47413114
1107,75.47946773
1108,75.48926693
1109,75.49358912
1110,75.49759429
1111,75.50140839
1112,75.50697951
1113,75.51330779
1114,75.51967783
1115,75.52352277
1116,75.53710356
1117,75.59400304
1118,75.68986698
1119,75.7017739
1120,75.71011014
1121,75.71857305
1122,75.72242666
1123,75.72683498
1124,75.73101363
1125,75.73527169
1126,75.74049071
1127,75.75132477
1128,75.7573331
1129,75.76398358
1130,75.77020681
1131,75.77982137
1132,75.78647755
1133,75.84270694
1134,75.93900448
1135,75.94895637
1136,75.95936919
1137,75.96847154
1138,75.97363952
1139,75.97884793
1140,75.98377912
1141,76.01014987
1142,76.0150857
1143,76.01998744
1144,76.02513198
1145,76.03601451
1146,76.04404095
1147,76.04920228
1148,76.11061789
1149,76.20206316
1150,76.209254
1151,76.22100813
1152,76.22752906
1153,76.23177263
1154,76.23637748
1155,76.24086739
1156,76.24438103
1157,76.25280164
1158,76.26475156
1159,76.27154912
1160,76.2758714
1161,76.28045798
1162,76.2839375
1163,76.28973543
1164,76.29339591
1165,76.29784894
1166,76.30467604
1167,76.36935966
1168,76.45875532
1169,76.469996
1170,76.47914497
1171,76.48680461
1172,76.4898832
1173,76.49373102
1174,76.49827322
1175,76.50213596
1176,76.50653621
1177,76.51150259
1178,76.51929348
1179,76.52486727
1180,76.53082146
1181,76.53608975
1182,76.54121834
1183,76.54972659
1184,76.55446485
1185,76.55890231
1186,76.56210339
1187,76.56642893
1188,76.57170557
1189,76.62610221
1190,76.72378366
1191,76.73403905
1192,76.7442893
1193,76.7548662
1194,76.75927856
1195,76.76436531
1196,76.77000939
1197,76.77453605
1198,76.77850567
1199,76.78593514
1200,76.79218291
1201,76.7981895
1202,76.80648567
1203,76.81219363
1204,76.82065444
1205,76.88625025
1206,76.97307016
1207,76.98466297
1208,76.99421049
1209,77.00234306
1210,77.00720783
1211,77.0120875
1212,77.01895735
1213,77.02359908
1214,77.01356175
1215,77.01856882
1216,77.02287759
1217,77.02693727
1218,77.03137373
1219,77.03790474
1220,77.04298317
1221,77.04694436
1222,77.05303774
1223,77.05859691
1224,77.06395951
1225,77.06979277
1226,77.0754611
1227,77.08006049
1228,77.14318862
1229,77.23611812
1230,77.28293535
1231,77.30499039
1232,77.31041426
1233,77.31654042
1234,77.32051218
1235,77.32810115
1236,77.39445481
1237,77.48526115
1238,77.49721336
1239,77.5057652
1240,77.51049781
1241,77.51568987
1242,77.52049429
1243,77.52529421
1244,77.53945946
1245,77.54761666
1246,77.55212748
1247,77.55575283
1248,77.56126005
1249,77.56641599
1250,77.57139932
1251,77.57801243
1252,77.58446184
1253,77.58975848
1254,77.65132488
1255,77.74082468
1256,77.75133929
1257,77.76181066
1258,77.76895454
1259,77.77252684
1260,77.77694004
1261,77.78092922
1262,77.78533568
1263,77.78869929
1264,77.79368467
1265,77.80276769
1266,77.81331535
1267,77.82208378
1268,77.82803495
1269,77.83293456
1270,77.83761693
1271,77.84237192
1272,77.8468456
1273,77.88059949
1274,77.94526156
1275,78.00664335
1276,78.01938459
1277,78.0277266
1278,78.03198636
1279,78.04039339
1280,78.04591062
1281,78.05119214
1282,78.06971819
1283,78.07620602
1284,78.08089071
1285,78.08620482
1286,78.09090549
1287,78.09662031
1288,78.1588203
1289,78.24966217
1290,78.25959251
1291,78.26886745
1292,78.27522111
1293,78.28001337
1294,78.28407559
1295,78.28970277
1296,78.29393807
1297,78.30493604
1298,78.31120293
1299,78.3159738
1300,78.3224314
1301,78.32654534
1302,78.33229125
1303,78.33600622
1304,78.34131796
1305,78.38323985
1306,78.46815958
1307,78.50562364
1308,78.51447522
1309,78.52166378
1310,78.52580171
1311,78.53127961
1312,78.53569015
1313,78.54048552
1314,78.54471983
1315,78.55532822
1316,78.56410795
1317,78.56837391
1318,78.57299006
1319,78.59198476
1320,78.59621883
1321,78.60136322
1322,78.62887402
1323,78.7030766
1324,78.76627199
1325,78.77808378
1326,78.78500386
1327,78.78983423
1328,78.79451159
1329,78.79780218
1330,78.80312074
1331,78.81015831
1332,78.8302597
1333,78.83585659
1334,78.8414385
1335,78.84681925
1336,78.85278997
1337,78.85917801
1338,78.92237465
1339,79.01281234
1340,79.02111167
1341,79.03044555
1342,79.03860369
1343,79.04244392
1344,79.04573522
1345,79.04834153
1346,79.05302728
1347,79.05702004
1348,79.06276826
1349,79.08180637
1350,79.09089846
1351,79.0969315
1352,79.10214091
1353,79.10678957
1354,79.12814618
1355,79.21306982
1356,79.27397097
1357,79.28141875
1358,79.28915621
1359,79.29327889
1360,79.29642452
1361,79.29971842
1362,79.3039827
1363,79.30949926
1364,79.31237789
1365,79.32010069
1366,79.32666099
1367,79.33259948
1368,79.33832604
1369,79.34356762
1370,79.34808414
1371,79.33595544
1372,79.34957289
1373,79.35415183
1374,79.38004988
1375,79.42786961
1376,79.5167563
1377,79.52966509
1378,79.53621391
1379,79.54003785
1380,79.54429747
1381,79.54843563
1382,79.5606167
1383,79.56687561
1384,79.57458566
1385,79.57937256
1386,79.58362327
1387,79.58950888
1388,79.59370677
1389,79.5993704
1390,79.60468338
1391,79.6097894
1392,79.61451244
1393,79.67718833
1394,79.76816529
1395,79.77562656
1396,79.78461856
1397,79.79413571
1398,79.80181255
1399,79.80577524
1400,79.80973213
1401,79.81382671
1402,79.81916943
1403,79.82451834
1404,79.83298894
1405,79.8408775
1406,79.84495207
1407,79.84906761
1408,79.85330507
1409,79.85809234
1410,79.86283436
1411,79.92508345
1412,80.01491863
1413,80.02300807
1414,80.03379774
1415,80.03931498
1416,80.04355102
1417,80.0494556
1418,80.05396411
1419,80.05881493
1420,80.06285223
1421,80.06764458
1422,80.07181445
1423,80.07709856
1424,80.08277429
1425,80.08848641
1426,80.09222128
1427,80.09723472
1428,80.10259103
1429,80.10711609
1430,80.11114094
1431,80.11487156
1432,80.11894259
1433,80.18052262
1434,80.26836315
1435,80.27821838
1436,80.28776859
1437,80.29614592
1438,80.30187631
1439,80.30684497
1440,80.31097739
1441,80.31565345
1442,80.31895378
1443,80.32437701
1444,80.33332513
1445,80.3384589
1446,80.34381465
1447,80.3491525
1448,80.35409426
1449,80.35887336
1450,80.36353693
1451,80.36790183
1452,80.3721463
1453,80.37678729
1454,80.38131229
1455,80.44281913
1456,80.53276411
1457,80.54307555
1458,80.55099842
1459,80.55810998
1460,80.56179265
1461,80.56640246
1462,80.57047698
1463,80.57547696
1464,80.58042625
1465,80.5916445
1466,80.59912407
1467,80.60653331
1468,80.61015064
1469,80.6152376
1470,80.61961023
1471,80.62614429
1472,80.62976402
1473,80.63433925
1474,80.63912431
1475,80.64655885
1476,80.65092451
1477,80.69327736
1478,80.7787524
1479,80.81313261
1480,80.82264613
1481,80.8325264
1482,80.837051
1483,80.84171704
1484,80.84568549
1485,80.84993434
1486,80.85473551
1487,80.85953744
1488,80.86435212
1489,80.87078512
1490,80.87756864
1491,80.88550324
1492,80.89453942
1493,80.90009739
1494,80.9065289
1495,80.93377476
1496,80.98011194
1497,81.06775173
1498,81.07912589
1499,81.08885804
1500,81.09282855
1501,81.09679813
1502,81.10073065
1503,81.10539249
1504,81.11129364
1505,81.11956899
1506,81.12512624
1507,81.12948593
1508,81.13358967
1509,81.14754311
1510,81.15864009
1511,81.16448191
1512,81.16937036
1513,81.17489689
1514,81.2374182
1515,81.32579736
1516,81.33509097
1517,81.34317931
1518,81.35269164
1519,81.35730613
1520,81.36079285
1521,81.36504245
1522,81.37012168
1523,81.37410566
1524,81.37866403
1525,81.38448764
1526,81.39073949
1527,81.39459416
1528,81.39912871
1529,81.40325981
1530,81.40987132
1531,81.41509399
1532,81.43665716
1533,81.48163203
1534,81.56989671
1535,81.57956314
1536,81.58814867
1537,81.59716497
1538,81.60128589
1539,81.60597714
1540,81.61066091
1541,81.59785074
1542,81.60239902
1543,81.61091791
1544,81.61567465
1545,81.61980116
1546,81.62538409
1547,81.62886262
1548,81.63501213
1549,81.64200406
1550,81.64692553
1551,81.65153415
1552,81.65664901
1553,81.6611223
1554,81.66596501
1555,81.66975605
1556,81.67428504
1557,81.67840826
1558,81.69076921
1559,81.75054241
1560,81.83703593
1561,81.84810879
1562,81.86658048
1563,81.90265434
1564,81.9068403
1565,81.9284758
1566,81.93338719
1567,81.93818047
1568,81.94352681
1569,81.97883117
1570,82.07237699
1571,82.10639609
1572,82.11562985
1573,82.12504583
1574,82.1298383
1575,82.13375413
1576,82.1391949
1577,82.14440815
1578,82.14988563
1579,82.15449042
1580,82.16228679
1581,82.16631176
1582,82.17144992
1583,82.17753319
1584,82.18325618
1585,82.18759392
1586,82.19301898
1587,82.22059328
1588,82.29597001
1589,82.35780635
1590,82.36686522
1591,82.37509505
1592,82.37988748
1593,82.38467947
1594,82.38874956
1595,82.39273533
1596,82.39603742
1597,82.400577
1598,82.40397867
1599,82.40796053
1600,82.42420652
1601,82.43296015
1602,82.43721081
1603,82.44407153
1604,82.50434964
1605,82.59432166
1606,82.6102213
1607,82.63656807
1608,82.64199844
1609,82.64676475
1610,82.65144905
1611,82.65968457
1612,82.67923576
1613,82.74177583
1614,82.82825092
1615,82.8401521
1616,82.84995711
1617,82.85839143
1618,82.8623772
1619,82.86817003
1620,82.87606261
1621,82.88415653
1622,82.88884029
1623,82.89401304
1624,82.89832751
1625,82.90625582
1626,82.91056751
1627,82.91512334
1628,82.91960705
1629,82.92442573
1630,82.94632642
1631,83.02883632
1632,83.08987651
1633,83.09771336
1634,83.10654588
1635,83.1110876
1636,83.11563894
1637,83.12047725
1638,83.12416807
1639,83.12955104
1640,83.1335365
1641,83.14284727
1642,83.15354613
1643,83.15883686
1644,83.16329356
1645,83.16804609
1646,83.17526394
1647,83.18123735
1648,83.24286357
1649,83.34044639
1650,83.35477705
1651,83.39532707
1652,83.39937021
1653,83.40280016
1654,83.40762771
1655,83.41314022
1656,83.41740483
1657,83.41415055
1658,83.37621844
1659,83.35159199
1660,83.42794245
1661,83.43801575
1662,83.44676538
1663,83.45521179
1664,83.46055757
1665,83.46535476
1666,83.4708349
